"","AbsoluteCS","Acceleration.forward","Acceleration.side","Acceleration.up","Rotation.roll","Rotation.pitch","Rotation.yaw","imuRotation.pitch","imuRotation.roll","imuRotation.yaw","RawPlayerLoad","SmoothedPlayerLoad"
"955",167277494562,-0.768108,-0.34025198,0.508684,39.833,-6.954,-71.675,-23.28111,-35.364544,-70.56679,0.027832031,0.19490932
"956",167277494563,-0.734712,-0.373164,0.513524,38.674,-7.625,-71.919,-24.767883,-35.70271,-69.55595,0.032226562,0.19321533
"957",167277494564,-0.73326,-0.40172,0.530464,38.491,-8.54,-71.187004,-26.408905,-34.62257,-68.74536,0.02734375,0.191574
"958",167277494565,-0.72261196,-0.419628,0.54014397,38.247,-8.235,-70.333,-26.803482,-33.585243,-68.05134,0.024902344,0.189982
"959",167277494566,-0.70567197,-0.467544,0.566764,38.43,-8.54,-69.54,-27.853539,-32.207047,-67.62023,0.041503906,0.18844
"960",167277494567,-0.671792,-0.499488,0.59774,38.003002,-8.967,-66.429,-28.391798,-29.280773,-65.37576,0.047851562,0.18695067
"961",167277494568,-0.662596,-0.499488,0.606936,36.051,-8.784,-62.83,-27.930586,-26.99542,-61.77032,0.027832031,0.18551332
"962",167277494569,-0.64710796,-0.456412,0.63307196,32.33,-6.8320003,-60.146,-25.602955,-26.790098,-57.760075,0.030273438,0.18413
"963",167277494570,-0.639848,-0.511104,0.64856,30.805,-4.941,-59.170002,-24.03325,-26.653286,-56.4487,0.029785156,0.18280667
"964",167277494571,-0.64372,-0.54304796,0.659692,28.975,-1.769,-56.181,-20.635868,-25.387774,-54.116604,0.030273438,0.18154466
"965",167277494572,-0.671308,-0.533852,0.63549197,27.084,-0.42700002,-52.094,-18.564436,-23.189753,-50.646893,0.015136719,0.18033867
"966",167277494573,-0.69163597,-0.483032,0.604032,24.888,0.732,-46.299,-15.970489,-19.99467,-45.920612,0.033691406,0.179186
"967",167277494574,-0.68921596,-0.48061198,0.594352,21.533,1.403,-44.774002,-14.8183155,-20.812832,-42.633244,0.019042969,0.178086
"968",167277494575,-0.64952797,-0.420596,0.569668,17.385,0.793,-40.809002,-13.94915,-20.127657,-36.993797,0.045410156,0.17703466
"969",167277494576,-0.647592,-0.38478,0.54014397,13.298,-0.183,-40.87,-14.583237,-22.476704,-33.605858,0.044433594,0.17602934
"970",167277494577,-0.695024,-0.366388,0.577896,8.174,-1.586,-40.382,-15.245726,-25.025074,-29.006016,0.034179688,0.17507067
"971",167277494578,-0.751168,-0.33396,0.595804,2.7450001,-2.501,-41.663002,-15.926167,-29.210363,-25.351677,0.05078125,0.174158
"972",167277494579,-0.751168,-0.27297598,0.60258,-1.83,-3.477,-44.103,-17.126451,-33.72197,-23.022306,0.049804688,0.173288
"973",167277494580,-0.749232,-0.288948,0.59919196,-5.612,-4.88,-47.519,-19.221848,-38.366634,-21.722942,0.015136719,0.17246068
"974",167277494581,-0.686796,-0.23183599,0.59386796,-9.150001,-4.392,-50.203,-19.365643,-42.584686,-20.85354,0.04638672,0.17167534
"975",167277494582,-0.59628797,-0.114223994,0.633556,-12.444,-3.477,-55.693,-20.088646,-48.773796,-22.050316,0.10205078,0.170928
"976",167277494583,-0.581768,-0.083732,0.68050396,-15.799,-0.183,-61,-18.590542,-55.213993,-24.009346,0.072753906,0.170214
"977",167277494584,-0.526592,-0.14277999,0.725032,-16.775,6.5880003,-65.88,-14.274213,-60.27154,-28.784801,0.061035156,0.16952534
"978",167277494585,-0.484,-0.245388,0.74245596,-14.64,11.773,-69.723,-11.772419,-62.159092,-34.812187,0.07714844,0.16885467
"979",167277494586,-0.48206398,-0.353804,0.731808,-11.346,16.897,-64.416,-6.3324466,-56.67057,-36.221657,0.087402344,0.16819733
"980",167277494587,-0.52901196,-0.412852,0.703736,-6.771,20.130001,-60.817,-3.415122,-51.323227,-38.781876,0.072265625,0.16755266
"981",167277494588,-0.53481996,-0.43850398,0.637428,-3.782,22.814001,-55.876,-0.2029562,-46.069214,-39.172646,0.06201172,0.16692333
"982",167277494589,-0.5566,-0.49029198,0.564828,-1.159,24.705,-52.033,1.9705458,-41.808792,-39.58858,0.07714844,0.16630334
"983",167277494590,-0.56144,-0.52998,0.50578,1.098,24.034,-45.262,3.1412582,-35.343864,-36.99231,0.07324219,0.165684
"984",167277494591,-0.567248,-0.52756,0.50916797,3.172,21.411,-38.186,2.89923,-28.45509,-33.295124,0.032226562,0.165058
"985",167277494592,-0.570636,-0.555632,0.571604,5.368,17.324,-30.866001,1.5906415,-21.011848,-28.941635,0.03173828,0.16442266
"986",167277494593,-0.574992,-0.564344,0.63597596,7.2590003,16.287,-23.973,3.0144649,-14.657809,-25.859734,0.04638672,0.163776
"987",167277494594,-0.57402396,-0.54014397,0.664532,6.5880003,16.287,-16.958,5.993524,-10.207145,-21.35729,0.03564453,0.163118
"988",167277494595,-0.58564,-0.495616,0.702284,3.66,14.701,-12.383,7.031065,-8.757614,-16.022547,0.044921875,0.16245332
"989",167277494596,-0.65533596,-0.453508,0.766656,1.403,12.81,-5.551,8.695583,-5.2431755,-9.683702,0.07324219,0.161784
"990",167277494597,-0.60209596,-0.43172798,0.74487597,-2.867,14.03,-6.405,10.194114,-9.039852,-7.774683,0.03125,0.16111267
"991",167277494598,-0.587092,-0.50384396,0.71389997,-6.344,13.298,-1.952,12.08899,-8.276673,-2.4992929,0.028320312,0.16044332
"992",167277494599,-0.657756,-0.514492,0.67276,-7.381,15.433001,1.769,15.763833,-6.8540573,-0.55628663,0.044433594,0.15977333
"993",167277494600,-0.66356397,-0.470448,0.657272,-6.771,15.982,4.8190002,17.451393,-4.431099,0.5548217,0.030273438,0.159096
"994",167277494601,-0.680988,-0.43318,0.682924,-4.514,15.494,6.5880003,17.362085,-1.5289863,0.24943733,0.03173828,0.158408
"995",167277494602,-0.657756,-0.412368,0.658724,-1.7080001,15.555,6.283,16.756258,0.21840823,-1.8792386,0.025390625,0.15771
"996",167277494603,-0.670824,-0.38478,0.691152,0.85400003,14.64,6.771,15.678853,2.5303822,-2.9455335,0.027832031,0.157
"997",167277494604,-0.661628,-0.32476398,0.71389997,2.318,14.335,6.1610003,14.880478,3.205543,-4.13753,0.04736328,0.15627466
"998",167277494605,-0.650496,-0.294272,0.729872,4.209,14.457,3.538,13.537466,2.699216,-6.977768,0.040527344,0.155538
"999",167277494606,-0.615164,-0.286044,0.737616,5.978,15.128,0.915,12.728917,2.0052552,-9.969139,0.032226562,0.15479533
"1000",167277494607,-0.599676,-0.31653598,0.727452,6.5880003,16.043,-1.403,12.492384,0.673826,-12.092737,0.018554688,0.15404467
"1001",167277494608,-0.625812,-0.349932,0.720676,7.442,15.982,-2.013,12.059219,0.8776889,-12.9871,0.020507812,0.15328734
"1002",167277494609,-0.63258797,-0.349932,0.71874,7.564,16.47,-1.891,12.551992,0.9784622,-13.173498,0.0107421875,0.15252401
"1003",167277494610,-0.636944,-0.332992,0.70325196,7.381,16.592001,-0.671,13.228653,1.6931868,-12.343412,0.0107421875,0.15175201
"1004",167277494611,-0.654368,-0.316052,0.665016,7.747,17.568,0.793,14.668502,2.8009167,-12.0941925,0.028808594,0.15097
"1005",167277494612,-0.673244,-0.321376,0.628716,8.662,17.995,1.159,15.06402,3.6195085,-12.65575,0.034179688,0.15018067
"1006",167277494613,-0.674212,-0.315568,0.60016,9.699,18.727,0.915,15.462366,4.0355644,-13.792673,0.030273438,0.14938599
"1007",167277494614,-0.68340796,-0.321376,0.582736,11.041,18.849,0.915,15.359779,4.934291,-14.75655,0.023925781,0.14858599
"1008",167277494615,-0.67276,-0.322828,0.58322,12.078,18.483,1.342,15.045114,6.008925,-15.061128,0.010253906,0.14777866
"1009",167277494616,-0.677116,-0.328152,0.591448,13.176001,18.178,1.6470001,14.723149,7.0243187,-15.512807,0.0029296875,0.14696467
"1010",167277494617,-0.69938,-0.33154,0.605484,14.518001,18.300001,1.525,14.580024,7.8340287,-16.55412,0.013183594,0.146144
"1011",167277494618,-0.698412,-0.311696,0.587576,15.860001,19.154,0.671,14.815978,7.9861846,-18.31866,0.011230469,0.14532
"1012",167277494619,-0.682924,-0.270556,0.53966,17.69,19.703001,-2.318,13.874981,6.996125,-21.565178,0.03857422,0.14449666
"1013",167277494620,-0.647592,-0.286044,0.498036,18.239,20.374,-6.1,12.957218,4.532808,-24.424076,0.041015625,0.143672
"1014",167277494621,-0.6534,-0.344124,0.507232,17.629,20.557001,-9.577,11.890275,1.5731468,-26.100525,0.030761719,0.14284533
"1015",167277494622,-0.6655,-0.40752798,0.542564,16.592001,20.679,-12.566,10.99856,-1.3164744,-27.168337,0.048828125,0.14202066
"1016",167277494623,-0.6897,-0.42156398,0.564344,14.884,19.581,-13.42,9.93435,-2.920082,-26.035114,0.036621094,0.141202
"1017",167277494624,-0.707608,-0.415756,0.540628,13.481,17.568,-12.932,8.501967,-3.212431,-23.979273,0.019042969,0.14038867
"1018",167277494625,-0.682924,-0.47383597,0.55417997,11.895,15.616,-11.468,7.5249524,-2.9251223,-21.252867,0.036621094,0.13958067
"1019",167277494626,-0.72793597,-0.516428,0.58564,10.309,13.115,-7.015,7.2443714,-0.38891602,-16.578806,0.047851562,0.13877867
"1020",167277494627,-0.718256,-0.558052,0.622424,9.394,12.261,-1.464,8.789776,3.1030345,-12.402971,0.049316406,0.13797867
"1021",167277494628,-0.74777997,-0.525624,0.59096396,9.699,11.529,3.233,9.920432,6.7857246,-9.6426,0.017578125,0.13717666
"1022",167277494629,-0.773916,-0.429308,0.548372,10.614,10.126,6.222,9.669958,9.783676,-8.042247,0.059570312,0.136372
"1023",167277494630,-0.790856,-0.353804,0.562408,10.614,9.333,5.124,8.52449,9.128724,-8.3675995,0.06591797,0.13556467
"1024",167277494631,-0.84216,-0.27104,0.59532,8.601,6.527,3.355,5.6692452,7.005107,-6.828108,0.08300781,0.134756
"1025",167277494632,-0.844096,-0.252648,0.63016796,5.063,5.2460003,-0.244,3.7595809,2.2659435,-5.82624,0.053710938,0.13394867
"1026",167277494633,-0.713416,-0.355256,0.6292,-0.42700002,4.8190002,1.22,4.9105506,-0.25455078,-0.8456874,0.06933594,0.13314533
"1027",167277494634,-0.67276,-0.483032,0.5808,-4.88,5.2460003,7.442,8.490807,1.2053128,5.7594886,0.09863281,0.13235
"1028",167277494635,-0.730356,-0.504328,0.495132,-6.344,4.636,13.176001,10.438946,4.511657,10.296563,0.07470703,0.13156466
"1029",167277494636,-0.76181597,-0.456412,0.469964,-5.734,2.989,14.945,9.538492,6.5397925,11.463603,0.04345703,0.13079266
"1030",167277494637,-0.743424,-0.383328,0.513524,-4.88,0.915,14.884,7.4728594,7.468285,11.6002655,0.0390625,0.13003734
"1031",167277494638,-0.69938,-0.318472,0.584672,-5.551,0.122,14.274,6.607315,6.7366734,12.063839,0.06933594,0.12929666
"1032",167277494639,-0.66792,-0.296208,0.628232,-8.052,-0.183,13.908,6.6044297,4.8786993,13.81595,0.06201172,0.12857266
"1033",167277494640,-0.64372,-0.301532,0.637428,-10.37,0,13.359,6.9453716,2.9079256,15.142839,0.037597656,0.12786867
"1034",167277494641,-0.622908,-0.298628,0.620004,-12.3220005,0.305,12.871,7.360859,1.1971831,16.185547,0.023925781,0.127188
"1035",167277494642,-0.608388,-0.28410798,0.61032397,-13.298,0.793,11.59,7.4768715,-0.4741149,15.989537,0.021484375,0.126528
"1036",167277494643,-0.620488,-0.27346,0.60984,-14.396,0.915,9.943,7.1425734,-2.4248786,15.812935,0.0107421875,0.12589267
"1037",167277494644,-0.6171,-0.279752,0.61613196,-15.616,2.0740001,7.808,7.593623,-5.001906,15.048044,0.0034179688,0.125286
"1038",167277494645,-0.598708,-0.291852,0.620004,-17.08,3.477,6.649,8.688934,-7.076386,14.914833,0.01171875,0.124710664
"1039",167277494646,-0.591932,-0.319924,0.639364,-18.178,4.636,6.893,10.033011,-7.8575954,15.396186,0.021972656,0.124165334
"1040",167277494647,-0.57838,-0.342188,0.656788,-19.093,5.551,8.235,11.547091,-7.6711755,16.461752,0.026855469,0.12365066
"1041",167277494648,-0.5687,-0.364452,0.685344,-19.642,6.8320003,10.37,13.634218,-6.7456656,17.567741,0.03173828,0.123163335
"1042",167277494649,-0.586124,-0.356224,0.687764,-20.313,8.845,12.3220005,16.333609,-6.145451,18.388325,0.0126953125,0.122703336
"1043",167277494650,-0.615164,-0.345092,0.66404796,-21.533,11.224,13.542,19.18236,-6.4817877,19.05407,0.018066406,0.12227266
"1044",167277494651,-0.620972,-0.33734798,0.654368,-22.814001,12.993,14.274,21.302877,-7.088333,19.722754,0.014160156,0.121876
"1045",167277494652,-0.620972,-0.322828,0.639848,-24.278,14.579,15.311,23.408686,-7.5513735,20.770302,0.015625,0.12151466
"1046",167277494653,-0.639848,-0.304436,0.63307196,-25.925001,15.433001,15.799,24.669893,-8.373015,21.935825,0.020019531,0.12118734
"1047",167277494654,-0.652916,-0.30734,0.59628797,-27.145,16.592001,16.287,26.145824,-8.947764,22.665958,0.026855469,0.120900005
"1048",167277494655,-0.666952,-0.32331198,0.57934797,-28.609001,17.202,16.104,26.921013,-10.062079,23.403769,0.024414062,0.120656006
"1049",167277494656,-0.6655,-0.342188,0.588544,-29.89,17.812,16.287,27.816673,-10.801881,24.197062,0.013671875,0.120459996
"1050",167277494657,-0.673244,-0.350416,0.604032,-30.805,18.361,16.714,28.679766,-11.087791,24.899076,0.0126953125,0.120315336
"1051",167277494658,-0.671308,-0.352352,0.618068,-31.537,19.764,17.263,30.334625,-11.328984,25.192734,0.01171875,0.120222665
"1052",167277494659,-0.68340796,-0.353804,0.59096396,-31.964,21.594,17.934,32.367046,-11.3347435,25.169914,0.01171875,0.12018133
"1053",167277494660,-0.690668,-0.361548,0.578864,-33.001,22.936,19.093,34.273327,-11.261158,26.042164,0.013671875,0.12019667
"1054",167277494661,-0.693088,-0.35816,0.53723997,-34.16,23.851,21.228,36.198746,-10.414587,27.70544,0.026855469,0.12027066
"1055",167277494662,-0.698412,-0.347996,0.511104,-35.319,24.339,22.387001,37.369698,-10.173443,29.000063,0.026855469,0.12040067
"1056",167277494663,-0.692604,-0.34605998,0.50965196,-37.088,23.973,23.241001,37.764427,-10.344873,30.938663,0.0126953125,0.12058733
"1057",167277494664,-0.707608,-0.36687198,0.519332,-38.552002,23.424,24.217001,37.996433,-10.188746,32.769867,0.0107421875,0.12083134
"1058",167277494665,-0.717772,-0.3872,0.521268,-39.65,23.302,26.047,38.87841,-9.202828,34.602448,0.017089844,0.12113133
"1059",167277494666,-0.726968,-0.40220398,0.518848,-40.382,23.973,28.426,40.61834,-7.6968174,36.1159,0.017089844,0.12148333
"1060",167277494667,-0.715352,-0.388652,0.49174398,-41.358,25.376,31.598,43.37194,-5.819935,37.91915,0.014160156,0.12188534
"1061",167277494668,-0.737132,-0.36687198,0.47093198,-42.456,26.291,33.977,45.377438,-4.4465237,39.614174,0.022949219,0.12233333
"1062",167277494669,-0.748748,-0.325732,0.44576398,-43.737,27.328001,35.624,47.22672,-3.6973267,41.04609,0.036621094,0.12282534
"1063",167277494670,-0.765688,-0.305404,0.455928,-45.811,27.816,36.417,48.383244,-3.910658,42.922527,0.026855469,0.12336333
"1064",167277494671,-0.762784,-0.2904,0.455928,-47.336002,28.06,36.417,48.90463,-4.353649,44.086754,0.01953125,0.12394466
"1065",167277494672,-0.77585196,-0.276848,0.466092,-48.190002,28.243,36.539,49.26704,-4.266897,44.82849,0.018066406,0.12456533
"1066",167277494673,-0.781176,-0.259908,0.453024,-47.946,26.84,35.624,47.570217,-4.0389137,44.82226,0.018066406,0.12522
"1067",167277494674,-0.790856,-0.284592,0.46512398,-47.275,27.389,34.404,47.440346,-4.2719383,43.587643,0.010253906,0.125906
"1068",167277494675,-0.808764,-0.30927598,0.483032,-47.336002,27.267,34.465,47.349365,-3.7916985,43.768513,0.022460938,0.12662134
"1069",167277494676,-0.849904,-0.31702,0.492712,-46.482002,25.376,35.38,45.751797,-1.709795,44.27316,0.03125,0.12736666
"1070",167277494677,-0.86055195,-0.4235,0.530948,-44.774002,24.095001,37.82,45.12695,1.8585491,44.44927,0.068847656,0.12813933
"1071",167277494678,-0.77052796,-0.569668,0.495132,-42.151,25.986,44.957,48.989586,9.020193,44.629227,0.11328125,0.128938
"1072",167277494679,-0.773916,-0.620004,0.461252,-40.504,25.559,56.486,52.53691,19.837948,48.278717,0.080078125,0.12976067
"1073",167277494680,-0.773916,-0.574508,0.467544,-38.918,26.596,67.71,57.106636,30.260033,51.28123,0.015136719,0.13061
"1074",167277494681,-0.80101997,-0.46947998,0.464156,-37.515,27.267,76.494,60.16324,38.907333,53.561207,0.05078125,0.13148533
"1075",167277494682,-0.838288,-0.34315598,0.470448,-36.783,26.779001,80.032,60.110672,43.274242,54.67423,0.09326172,0.132384
"1076",167277494683,-0.86152,-0.283624,0.414304,-36.783,24.949,80.703,57.85343,45.231216,55.637516,0.08203125,0.13330734
"1077",167277494684,-0.847,-0.31653598,0.36977598,-37.21,21.960001,78.995,53.87647,45.11027,56.297646,0.041015625,0.13425067
"1078",167277494685,-0.872168,-0.33638,0.35816,-36.905,19.52,77.592,50.38961,45.40052,56.24241,0.02734375,0.13520934
"1079",167277494686,-0.86152,-0.370744,0.384296,-35.502,17.507,77.897,47.681767,47.44366,55.770775,0.019042969,0.13617867
"1080",167277494687,-0.839256,-0.36009598,0.39203998,-33.672,15.982,80.276,45.914375,51.33837,55.585136,0.01171875,0.13715467
"1081",167277494688,-0.850872,-0.38235998,0.42882398,-30.805,15.494,84.18,45.298473,56.7597,54.787506,0.024902344,0.138138
"1082",167277494689,-0.85135597,-0.393976,0.426888,-28.792,17.263,87.291,46.670673,60.692936,53.71151,0.0146484375,0.13913
"1083",167277494690,-0.86587596,-0.357676,0.391072,-27.45,16.409,93.452,46.284325,67.6347,55.13023,0.020507812,0.14012733
"1084",167277494691,-0.841192,-0.356708,0.377036,-27.389,17.69,98.576004,47.6932,72.78551,56.638767,0.017578125,0.14112733
"1085",167277494692,-0.82957596,-0.333476,0.364936,-28.365,17.202,102.724,47.1468,76.991455,59.179367,0.021972656,0.14213133
"1086",167277494693,-0.821832,-0.329604,0.376068,-29.89,15.0060005,106.201004,44.748375,80.64157,62.384026,0.012207031,0.14313734
"1087",167277494694,-0.80973196,-0.279752,0.39446,-30.805,13.542,112.911,43.347404,87.36076,66.10846,0.033691406,0.14413866
"1088",167277494695,-0.777304,-0.242,0.42156398,-30.988,13.542,116.876,42.286198,91.68698,67.889755,0.044433594,0.14513266
"1089",167277494696,-0.786016,-0.19263199,0.479644,-30.378,12.566,121.451004,39.96247,96.97363,69.49955,0.05810547,0.146116
"1090",167277494697,-0.791824,-0.141812,0.452056,-29.402,14.762,121.024,39.556553,97.48735,68.2693,0.04638672,0.14708667
"1091",167277494698,-0.824736,-0.14277999,0.420596,-28.487,16.653,123.769005,39.35077,100.99252,68.26145,0.030761719,0.148046
"1092",167277494699,-0.785048,-0.153912,0.37413198,-29.524,19.825,125.904,40.483444,103.15486,69.546234,0.034179688,0.14899667
"1093",167277494700,-0.79376,-0.132132,0.407044,-29.158,17.995,129.808,36.542374,107.904144,71.031525,0.013183594,0.14994133
"1094",167277494701,-0.828608,-0.124872,0.401236,-29.341,17.263,133.651,33.481228,112.25334,72.79898,0.020019531,0.15088199
"1095",167277494702,-0.81553996,-0.140844,0.39639598,-28.914,19.032,135.725,32.582756,114.96588,73.08024,0.0043945312,0.151824
"1096",167277494703,-0.83538395,-0.066792,0.400268,-29.89,19.276001,142.37401,30.140228,121.55498,76.49373,0.0390625,0.15277067
"1097",167277494704,-0.841676,-0.15681599,0.43076,-29.951,21.838,143.472,29.698069,123.11162,76.93976,0.034179688,0.15372066
"1098",167277494705,-0.80682796,-0.038236,0.48061198,-31.598,23.668001,143.655,28.180517,123.22681,78.84403,0.060546875,0.15467733
"1099",167277494706,-0.83780396,-0.003388,0.468512,-33.794,24.461,145.485,25.478811,124.722244,81.86241,0.04345703,0.15564066
"1100",167277494707,-0.84070796,0.06534,0.373164,-32.879,27.999,151.707,24.97947,131.58253,83.31897,0.071777344,0.15661533
"1101",167277494708,-0.825704,0.07986,0.336864,-33.672,28.365,150.853,21.307255,131.17175,83.8748,0.053222656,0.157612
"1102",167277494709,-0.791824,0.12874399,0.32428,-35.014,28.243,154.81801,16.594746,134.9769,86.59166,0.052734375,0.15864533
"1103",167277494710,-0.80101997,0.080827996,0.340736,-34.953,27.389,153.11,11.781618,133.70526,86.015335,0.0073242188,0.15971933
"1104",167277494711,-0.816024,0.221188,0.327184,-37.149002,27.511,161.772,6.014058,141.32274,91.09775,0.071777344,0.160838
"1105",167277494712,-0.799084,0.27587998,0.27346,-36.905,27.023,163.48,0.11474419,143.0646,91.38073,0.0703125,0.16201401
"1106",167277494713,-0.797632,0.259908,0.28314,-34.221,25.071001,157.502,-5.439168,138.06927,86.682205,0.022949219,0.163254
"1107",167277494714,-0.75068396,0.36058,0.280236,-33.306,23.363,151.036,-10.607439,131.81454,83.54284,0.067871094,0.16456933
"1108",167277494715,-0.751168,0.376552,0.315568,-32.086,21.35,153.598,-17.650566,133.69522,83.01645,0.04248047,0.16596733
"1109",167277494716,-0.774884,0.5203,0.337832,-29.829,21.777,146.40001,-20.007755,127.16432,78.90434,0.096191406,0.16745934
"1110",167277494717,-0.73132396,0.34460798,0.300564,-27.389,19.581,151.40201,-27.187057,131.3784,77.82491,0.053222656,0.16906267
"1111",167277494718,-0.729388,0.517396,0.333476,-27.999,18.056,149.389,-32.808712,127.819244,77.54269,0.06982422,0.17079666
"1112",167277494719,-0.70615596,0.489324,0.29766,-24.705,18.117,136.945,-32.29275,116.775055,70.80441,0.026367188,0.17267933
"1113",167277494720,-0.717772,0.559504,0.33154,-24.888,18.178,144.143,-38.832466,121.76718,73.429276,0.04638672,0.17472401
"1114",167277494721,-0.704704,0.465608,0.372196,-23.668001,18.971,141.093,-40.452785,118.385284,71.94309,0.0390625,0.17694001
"1115",167277494722,-0.692604,0.52078396,0.29523998,-24.034,20.862,133.041,-39.347847,110.38518,70.56645,0.032714844,0.17935333
"1116",167277494723,-0.70664,0.598224,0.321376,-23.119,22.265,134.139,-41.92141,110.69479,70.8008,0.048339844,0.181998
"1117",167277494724,-0.726,0.558052,0.327184,-21.472,21.960001,127.185005,-41.970802,104.11759,67.21083,0.011230469,0.18491466
"1118",167277494725,-0.72116,0.5687,0.299112,-19.276001,23.851,129.13701,-43.709618,106.015686,66.83524,0.014160156,0.188134
"1119",167277494726,-0.711964,0.548372,0.32331198,-16.104,24.339,121.695,-41.69041,100.25726,62.22373,0.009765625,0.19169533
"1120",167277494727,-0.68921596,0.559504,0.25168,-16.47,26.962,122.793,-42.93868,100.63114,64.07788,0.037109375,0.195632
"1121",167277494728,-0.70857596,0.539176,0.294756,-15.616,27.511,120.902,-43.866035,98.51872,63.14938,0.011230469,0.19998333
"1122",167277494729,-0.685344,0.542564,0.320892,-14.701,28.914,120.17,-44.572037,97.64429,63.02292,0.019042969,0.20481667
"1123",167277494730,-0.667436,0.528528,0.3267,-12.627,31.476,117.242004,-42.739994,96.0473,62.00062,0.01953125,0.210252
"1124",167277494731,-0.66065997,0.554664,0.302984,-10.9800005,33.855,116.083,-42.081264,95.69792,61.749966,0.015625,0.216352
"1125",167277494732,-0.642752,0.54014397,0.30249998,-9.76,34.648,113.582,-41.845486,93.66187,60.605465,0.014160156,0.22324066
"1126",167277494733,-0.63839597,0.616616,0.32331198,-6.8320003,35.868,116.022,-43.698322,96.41087,59.914062,0.040527344,0.23098868
"1127",167277494734,-0.68050396,0.654368,0.31508398,-4.758,37.454,115.9,-44.212547,96.88359,59.30491,0.041503906,0.23978266
"1128",167277494735,-0.657272,0.64614,0.211024,-2.318,39.589,108.336,-39.60732,92.43289,56.54002,0.056152344,0.24970734
"1129",167277494736,-0.656788,0.555632,0.134068,-0.85400003,40.321,108.519005,-40.81348,92.89553,55.745575,0.07763672,0.26080066
"1130",167277494737,-0.68340796,0.552244,0.115191996,-0.42700002,39.589,108.58,-43.31363,92.11368,54.73657,0.047851562,0.27314132
"1131",167277494738,-0.640332,0.600644,0.104059994,-2.6230001,39.467,114.131004,-50.10917,93.682175,57.472866,0.033203125,0.28678668
"1132",167277494739,-0.651948,0.64710796,0.17666,-2.989,37.698,111.142,-51.562244,89.57941,55.67299,0.041015625,0.30175534
"1133",167277494740,-0.670824,0.7381,0.165528,-1.7080001,36.844,100.284004,-46.203484,81.52874,51.33796,0.06298828,0.31811532
"1134",167277494741,-0.615648,0.806344,0.161172,-3.111,34.648,96.136,-47.06346,75.95943,49.673836,0.06982422,0.33591667
"1135",167277494742,-0.629684,0.783112,0.20666799,1.342,33.55,82.655,-37.97447,68.57059,42.605972,0.030761719,0.35518533
"1136",167277494743,-0.63888,0.908952,0.18488799,2.928,31.354,78.446,-37.025177,65.255196,38.93997,0.07519531,0.37593335
"1137",167277494744,-0.64710796,0.789404,0.190696,7.076,32.452,75.091,-33.466084,65.670715,36.18345,0.028320312,0.398154
"1138",167277494745,-0.635008,0.77343196,0.105027996,8.479,31.293001,67.771,-29.201694,61.052006,32.61849,0.048339844,0.42185602
"1139",167277494746,-0.60016,0.97816396,0.01452,11.224,30.866001,63.013,-25.941439,59.29947,29.324772,0.12109375,0.44704202
"1140",167277494747,-0.65001196,0.75939596,0.042592,14.457,32.452,50.874,-15.375227,54.33544,25.720871,0.072753906,0.47369668
"1141",167277494748,-0.637912,0.887172,0.023232,20.374,29.402,37.881,-5.400711,48.961807,16.974133,0.0390625,0.501814
"1142",167277494749,-0.680988,0.94864,0.012584,26.23,26.413,27.877,2.6085892,45.539062,9.06508,0.05517578,0.53138864
"1143",167277494750,-0.686796,0.861036,0.001936,25.498001,27.389,26.596,3.526042,44.683784,9.928699,0.029296875,0.56241
"1144",167277494751,-0.76181597,0.976228,0.016456,30.561,22.997,4.1480002,20.576235,32.502716,-0.48448694,0.068359375,0.594872
"1145",167277494752,-0.68486,0.94864,-0.03146,33.611,24.827,-7.686,31.855198,27.971153,-2.83112,0.03173828,0.628746
"1146",167277494753,-0.741004,0.88862395,-0.036784,36.905,19.764,-21.228,41.326324,19.474985,-10.774192,0.036621094,0.663998
"1147",167277494754,-0.74777997,0.828608,-0.025168,42.09,17.995,-38.735,56.264595,10.685825,-17.773521,0.045898438,0.70058334
"1148",167277494755,-0.844096,0.9317,-0.011132,42.944,14.823,-62.708,73.44444,-6.253536,-23.727804,0.06591797,0.73846465
"1149",167277494756,-0.91669595,0.88233197,-0.049367998,39.162,11.285,-64.355,71.19593,-12.454604,-24.054192,0.06738281,0.777586
"1150",167277494757,-1.017852,0.880396,-0.028072,37.393,7.2590003,-85.766,83.95604,-31.076982,-28.148571,0.083984375,0.817894
"1151",167277494758,-1.075932,0.88523597,0.015004,36.844,0.793,-99.979004,89.92259,-46.01879,-33.913315,0.07421875,0.85932535
"1152",167277494759,-1.1374,0.88281596,0.000968,36.600002,2.135,-115.595,100.29016,-59.042892,-34.09029,0.06542969,0.90177935
"1153",167277494760,-1.225488,0.956868,-0.004356,38.674,1.159,-139.812,115.59533,-78.93312,-38.10115,0.0859375,0.94510597
"1154",167277494761,-1.274856,0.991232,-0.105512,41.846,-7.747,-155.55,119.81532,-97.06199,-47.224636,0.08935547,0.9892253
"1155",167277494762,-1.32616,0.97767997,-0.151492,45.75,-16.836,-172.752,123.470474,-117.32118,-56.661766,0.07519531,1.03398
"1156",167277494763,-1.370688,0.99219996,-0.16310799,51.545002,-29.585001,-206.485,133.422,-152.96037,-70.497665,0.05908203,1.0792553
"1157",167277494764,-1.28744,1.003816,-0.122935995,54.351,-39.467,-226.85901,132.8197,-179.10866,-79.09303,0.023925781,1.124822
