"","AbsoluteCS","Acceleration.forward","Acceleration.side","Acceleration.up","Rotation.roll","Rotation.pitch","Rotation.yaw","imuRotation.pitch","imuRotation.roll","imuRotation.yaw","RawPlayerLoad","SmoothedPlayerLoad"
"439",167277494046,-0.715836,-0.308308,0.460284,-33.428,16.348,-15.128,16.601463,-32.773228,16.243502,0.041015625,0.17909133
"440",167277494047,-0.693088,-0.241516,0.45834798,-34.648,17.141,-16.409,17.142126,-34.64513,16.413889,0.056152344,0.17822
"441",167277494048,-0.692604,-0.22070399,0.46464,-35.38,17.141,-19.093,16.382095,-37.29071,15.847118,0.036621094,0.17747067
"442",167277494049,-0.713416,-0.18004799,0.465608,-36.478,17.08,-23.363,15.087599,-41.434418,14.958433,0.0390625,0.176844
"443",167277494050,-0.74245596,-0.209088,0.43850398,-38.491,16.348,-28.365,13.0642805,-46.52981,14.754269,0.022460938,0.17633934
"444",167277494051,-0.73374397,-0.2541,0.4235,-40.931,15.0060005,-30.195,11.629186,-49.04434,16.48272,0.026367188,0.17595333
"445",167277494052,-0.71632,-0.30492,0.412852,-44.408,14.823,-29.707,12.282595,-50.382393,19.622686,0.040039062,0.17568399
"446",167277494053,-0.720676,-0.383328,0.42834,-47.58,14.823,-26.596,14.017887,-49.428326,23.479038,0.05859375,0.17553267
"447",167277494054,-0.746328,-0.43172798,0.44140798,-50.63,14.213,-22.753,15.5315695,-47.673416,27.733032,0.0546875,0.17549734
"448",167277494055,-0.746328,-0.435116,0.40172,-53.619,14.03,-17.873001,17.914988,-45.092636,32.202328,0.032226562,0.17557067
"449",167277494056,-0.782628,-0.401236,0.390104,-55.693,12.017,-12.383,18.78972,-41.06906,36.874603,0.025878906,0.17574935
"450",167277494057,-0.76714,-0.359612,0.39784798,-57.096,14.884,-10.309,22.597605,-40.663826,37.730152,0.024414062,0.17603466
"451",167277494058,-0.758428,-0.28410798,0.391072,-58.621002,16.409,-10.37,24.403734,-41.75237,38.398075,0.05126953,0.17642468
"452",167277494059,-0.777788,-0.251196,0.391556,-59.658,17.263,-12.993,24.475452,-44.56707,37.955715,0.041992188,0.176914
"453",167277494060,-0.766656,-0.251196,0.375584,-59.719,16.775,-17.568,22.322819,-48.236496,36.487362,0.020996094,0.17749268
"454",167277494061,-0.772464,-0.33638,0.376068,-58.926003,15.372,-20.801,19.66886,-50.16602,35.181828,0.036132812,0.17815067
"455",167277494062,-0.741488,-0.399784,0.39349198,-57.706,14.091001,-20.618,18.385681,-49.109768,34.69638,0.052734375,0.17888135
"456",167277494063,-0.711964,-0.46076798,0.42156398,-55.998,15.860001,-20.252,19.69661,-48.47013,32.55995,0.0625,0.17968465
"457",167277494064,-0.705188,-0.45544398,0.41769198,-54.229,18.117,-17.202,22.538986,-45.70317,31.114841,0.02734375,0.180558
"458",167277494065,-0.698412,-0.380424,0.46512398,-52.216,16.958,-15.311,21.86274,-42.87415,30.53423,0.041015625,0.18149
"459",167277494066,-0.69211996,-0.348964,0.499488,-50.63,14.884,-12.871,20.753363,-39.553917,30.909208,0.04345703,0.18247133
"460",167277494067,-0.70857596,-0.318472,0.499972,-49.532,15.433001,-13.6640005,20.60879,-39.842354,29.430708,0.033691406,0.18349734
"461",167277494068,-0.816992,-0.308792,0.453024,-49.044,14.579,-17.324,18.163239,-42.37993,28.142876,0.064453125,0.18456466
"462",167277494069,-0.834416,-0.42882398,0.425436,-49.044,15.128,-19.459,17.706562,-44.306557,27.133549,0.06933594,0.18567133
"463",167277494070,-0.763268,-0.5687,0.398816,-48.495,16.409,-14.518001,20.906647,-40.36944,27.658875,0.10449219,0.18681
"464",167277494071,-0.76471996,-0.66065997,0.36058,-47.214,17.446001,-7.625,24.653072,-34.411957,28.279123,0.10107422,0.187972
"465",167277494072,-0.77198,-0.710512,0.306372,-45.262,16.592001,-3.355,25.477577,-29.74679,28.305847,0.08300781,0.18915
"466",167277494073,-0.77198,-0.69453996,0.328152,-44.774002,16.592001,0.671,27.359192,-26.2337,29.046932,0.026367188,0.19033934
"467",167277494074,-0.771496,-0.60984,0.347996,-44.53,15.677,3.721,28.10294,-23.332823,30.138668,0.033203125,0.19152933
"468",167277494075,-0.80344,-0.512556,0.415756,-43.554,15.0060005,4.758,27.829786,-21.760303,29.945978,0.078125,0.19270599
"469",167277494076,-0.82667196,-0.465608,0.43705198,-42.761,14.274,4.026,26.688238,-21.690083,29.42342,0.06591797,0.19386467
"470",167277494077,-0.83006,-0.468996,0.41769198,-42.151,12.505,5.307,25.720585,-19.739668,30.166927,0.026855469,0.194988
"471",167277494078,-0.83247995,-0.494164,0.41043198,-41.663002,11.163,8.235,25.944374,-16.622482,31.286041,0.005859375,0.19606066
"472",167277494079,-0.799084,-0.521752,0.390588,-41.419,10.614,11.59,27.107876,-13.509938,32.328983,0.022949219,0.197078
"473",167277494080,-0.774884,-0.530464,0.376068,-41.114002,9.821,15.0060005,28.089184,-10.236416,33.439606,0.025390625,0.198036
"474",167277494081,-0.75939596,-0.53191596,0.37752,-41.297,9.6380005,17.507,29.2722,-8.114271,34.38205,0.019042969,0.19893199
"475",167277494082,-0.741004,-0.535304,0.392524,-41.907,10.614,19.947,31.498047,-6.5917187,35.087883,0.018554688,0.19976066
"476",167277494083,-0.71632,-0.517396,0.41043198,-42.822,12.749001,22.021,34.578583,-5.8797073,35.36857,0.024414062,0.200512
"477",167277494084,-0.698896,-0.49852,0.37267998,-42.639,15.0060005,24.705,37.704666,-4.118778,34.85679,0.026855469,0.20117933
"478",167277494085,-0.696476,-0.501908,0.322344,-41.236,17.507,27.389,40.649914,-1.8359699,33.18544,0.03466797,0.20175734
"479",167277494086,-0.712448,-0.51497597,0.297176,-39.223,18.91,31.049,42.960472,1.9276161,31.792377,0.028808594,0.202244
"480",167277494087,-0.73422796,-0.53772396,0.281204,-36.478,19.886,33.916,44.282394,5.5124664,29.750223,0.028808594,0.20262733
"481",167277494088,-0.75649196,-0.53481996,0.267652,-33.245,20.801,36.356,45.153454,9.005291,27.19817,0.024902344,0.202896
"482",167277494089,-0.768592,-0.53481996,0.253616,-30.012001,21.228,38.308,45.359306,12.237054,24.73134,0.021484375,0.20304333
"483",167277494090,-0.779724,-0.501424,0.276848,-27.267,21.045,38.979,44.561214,14.362337,22.666393,0.020507812,0.20307133
"484",167277494091,-0.788436,-0.429792,0.315568,-24.644001,20.801,38.125,42.98034,15.153049,20.410778,0.052246094,0.20298466
"485",167277494092,-0.794728,-0.370744,0.31653598,-22.021,21.960001,35.197,41.574745,13.720079,17.008701,0.05419922,0.20278066
"486",167277494093,-0.794244,-0.299112,0.31653598,-19.703001,23.851,29.402,39.578014,9.447359,12.879606,0.06201172,0.20244934
"487",167277494094,-0.83006,-0.323796,0.291368,-17.69,26.169,19.825,36.41725,1.5473442,7.884951,0.027832031,0.20198134
"488",167277494095,-0.87168396,-0.442376,0.26378,-15.9210005,27.084,11.651,32.89083,-4.9607553,4.043665,0.06591797,0.20137466
"489",167277494096,-0.887656,-0.571604,0.228932,-15.860001,26.474,10.004,31.623653,-6.142535,3.8348799,0.10058594,0.20063467
"490",167277494097,-0.89685196,-0.64129996,0.20666799,-16.653,24.888,11.041,31.049603,-5.055365,5.3855667,0.0859375,0.19975401
"491",167277494098,-0.915728,-0.76714,0.207152,-18.117,22.936,16.165,32.291023,-0.6097212,8.515361,0.106933594,0.19872467
"492",167277494099,-0.926376,-0.86829597,0.21634799,-19.764,21.167,25.864,35.91237,7.652392,12.623282,0.103027344,0.19754466
"493",167277494100,-0.853292,-0.878944,0.17424,-21.411,19.764,35.868,40.031963,16.113628,16.533401,0.06640625,0.19622
"494",167277494101,-0.77585196,-0.760364,0.134068,-23.18,17.263,42.334,41.61917,21.966984,20.317167,0.07324219,0.19476333
"495",167277494102,-0.81312,-0.5687,0.142296,-24.644001,15.799,46.848,42.859753,26.137657,23.055038,0.119140625,0.19318333
"496",167277494103,-0.87700796,-0.395912,0.177628,-29.28,16.043,45.262,43.600204,23.46506,26.678814,0.1508789,0.19148399
"497",167277494104,-0.832964,-0.291368,0.155848,-32.513,15.433001,37.576,40.428024,16.318066,28.399382,0.12402344,0.189668
"498",167277494105,-0.852808,-0.209088,0.12342,-36.051,11.956,31.659,35.830566,11.549675,32.05757,0.10449219,0.18774267
"499",167277494106,-0.84022397,-0.29282,0.085668,-38.674,12.566,27.572,35.287716,7.296749,33.3966,0.028808594,0.18571733
"500",167277494107,-0.77585196,-0.48206398,0.006292,-39.162,14.518001,29.28,37.860348,8.340851,33.147808,0.11816406,0.183596
"501",167277494108,-0.787952,-0.616616,-0.042592,-38.125,14.579,30.622,38.258377,10.129114,32.209736,0.12841797,0.181386
"502",167277494109,-0.790856,-0.659692,-0.063888,-35.624,14.091001,30.5,37.087563,11.207401,29.94634,0.08544922,0.17909268
"503",167277494110,-0.817476,-0.63597596,-0.078407995,-33.245,13.603,28.853,35.262794,10.873846,27.58735,0.03564453,0.176726
"504",167277494111,-0.81795996,-0.598708,-0.057111997,-32.086,14.274,27.938,35.100014,10.405604,25.951933,0.009765625,0.17430401
"505",167277494112,-0.85183996,-0.59386796,-0.028072,-30.988,14.335,26.84,34.342873,9.945348,24.653427,0.025878906,0.171852
"506",167277494113,-0.864908,-0.620004,0.020812,-28.365,15.372,26.535,34.205635,10.22752,21.687565,0.038085938,0.16938467
"507",167277494114,-0.87168396,-0.611776,0.062436,-25.071001,15.616,26.962,33.473053,11.57102,18.574993,0.03857422,0.166924
"508",167277494115,-0.870232,-0.591932,0.09438,-21.35,16.47,26.413,32.63595,11.9316845,14.739731,0.036132812,0.164492
"509",167277494116,-0.869748,-0.564828,0.066792,-18.300001,17.446001,25.376,31.916382,11.603971,11.396789,0.018554688,0.16211599
"510",167277494117,-0.87362,-0.49464798,0.028555999,-16.043,17.751,25.01,31.18412,11.912009,9.144985,0.049804688,0.15983334
"511",167277494118,-0.87410396,-0.452056,0,-15.128,17.019001,23.241001,29.455736,10.9626,8.415945,0.049804688,0.15768601
"512",167277494119,-0.86345595,-0.461252,0.008228,-14.518001,17.385,21.289,28.683245,9.352739,7.485306,0.017578125,0.155726
"513",167277494120,-0.84651595,-0.47432,0.026136,-14.213,17.934,21.106,28.938435,9.161989,6.908409,0.012207031,0.15400666
"514",167277494121,-0.85135597,-0.47093198,0.027104,-13.42,19.276001,20.313,29.425694,8.250111,5.50842,0.00390625,0.15259333
"515",167277494122,-0.84603196,-0.48641998,0.017908,-11.773,20.618,18.544,29.206015,6.6302204,3.261016,0.0078125,0.15152933
"516",167277494123,-0.850388,-0.519816,0.001936,-10.004,21.228,16.531,28.236498,5.028126,1.1833134,0.022949219,0.15089667
"517",167277494124,-0.85716397,-0.56579596,0.001936,-7.564,21.899,16.226,27.791576,5.0687885,-1.4139266,0.033691406,0.150754
"518",167277494125,-0.86297196,-0.591448,0.001936,-4.88,22.204,17.141,27.458843,6.369215,-4.0113964,0.029785156,0.15117
"519",167277494126,-0.87119997,-0.591448,0.000968,-2.135,22.57,17.141,26.756023,6.8174257,-6.7390738,0.015136719,0.15220067
"520",167277494127,-0.87991196,-0.57692796,0.006292,0.488,22.387001,17.568,25.813538,7.813231,-9.092068,0.0073242188,0.15391867
"521",167277494128,-0.86539197,-0.56289196,-0.013552,2.501,23.18,17.446001,25.662178,7.810696,-11.330319,0.012207031,0.15638466
"522",167277494129,-0.87168396,-0.53772396,-0.030976,4.8190002,22.631,16.47,23.920877,7.5827913,-13.301836,0.020996094,0.15963
"523",167277494130,-0.864908,-0.52901196,-0.043075997,6.5880003,23.241001,15.738,23.438887,7.0126166,-15.2536,0.017578125,0.163662
"524",167277494131,-0.849904,-0.543532,-0.059047997,9.333,23.607,16.897,23.18006,8.416797,-17.93729,0.016601562,0.16850401
"525",167277494132,-0.839256,-0.562408,-0.069212,11.773,23.302,16.897,21.979763,8.93726,-20.102505,0.018554688,0.17419466
"526",167277494133,-0.823284,-0.55175996,-0.065824,14.457,22.021,15.9210005,19.463146,8.979014,-22.09006,0.0126953125,0.18077467
"527",167277494134,-0.814088,-0.560956,-0.046464,17.141,21.960001,14.884,17.919521,8.506398,-24.578878,0.013671875,0.18827999
"528",167277494135,-0.81263596,-0.578864,-0.041139998,19.52,22.814001,14.03,17.30394,7.785756,-27.171783,0.014160156,0.19674735
"529",167277494136,-0.816024,-0.597256,-0.037267998,21.960001,23.241001,14.945,17.055876,8.835947,-29.610168,0.015136719,0.20619066
"530",167277494137,-0.81505597,-0.59338397,-0.042108,24.156,23.729,15.433001,16.76259,9.423243,-31.858646,0.0048828125,0.216638
"531",167277494138,-0.819896,-0.59386796,-0.046464,26.718,23.973,16.165,16.234127,10.389622,-34.32744,0.0034179688,0.228128
"532",167277494139,-0.807796,-0.59096396,-0.053724,29.28,25.132,17.08,16.520859,11.155704,-37.192394,0.0068359375,0.24068466
"533",167277494140,-0.79859996,-0.577896,-0.054692,32.147,25.376,17.263,15.624571,11.667259,-39.939083,0.009765625,0.25431335
"534",167277494141,-0.81215197,-0.589512,-0.066792,35.014,26.047,17.019001,14.884768,11.614242,-42.867535,0.008300781,0.26900667
"535",167277494142,-0.821832,-0.61322796,-0.086636,37.21,26.962,17.507,14.890181,11.98323,-45.306885,0.020019531,0.28476
"536",167277494143,-0.83538395,-0.62193996,-0.108416,39.04,27.572,18.666,15.072118,12.986547,-47.29628,0.022949219,0.30157334
"537",167277494144,-0.841676,-0.627748,-0.122452,41.114002,28.121,19.764,15.081697,13.984131,-49.48488,0.019042969,0.31943333
"538",167277494145,-0.847484,-0.61952,-0.146652,43.554,28.487,21.228,14.947464,15.422707,-51.940376,0.020996094,0.33833668
"539",167277494146,-0.852808,-0.608872,-0.15681599,46.055,27.938,22.448,13.958712,17.003479,-54.051315,0.016113281,0.35826534
"540",167277494147,-0.867328,-0.616616,-0.168432,49.288002,27.816,23.119,12.777161,18.035189,-57.000023,0.016113281,0.37920398
"541",167277494148,-0.881364,-0.614196,-0.18392,52.338,27.755001,23.607,11.639856,18.826267,-59.807884,0.018554688,0.40112266
"542",167277494149,-0.90217596,-0.60499996,-0.201828,55.205,26.779001,23.119,9.4232025,19.054714,-62.026733,0.022949219,0.42397934
"543",167277494150,-0.90992,-0.60451597,-0.209088,57.645,25.132,23.058,7.0207777,19.876604,-63.57567,0.015625,0.44772068
"544",167277494151,-0.918148,-0.60451597,-0.22554399,59.597,23.668001,23.79,5.3173046,21.25252,-64.79196,0.017089844,0.47227
"545",167277494152,-0.928796,-0.613712,-0.235224,61.488,21.411,23.912,2.7361956,22.40478,-65.58603,0.015136719,0.49757063
"546",167277494153,-0.93363595,-0.629684,-0.238612,63.562,19.703001,22.936,0.041983604,22.401712,-66.72749,0.013671875,0.52354467
"547",167277494154,-0.94186395,-0.631136,-0.251196,65.392,17.69,21.533,-2.9783597,22.111164,-67.49034,0.013183594,0.550126
"548",167277494155,-0.956868,-0.61952,-0.247808,68.503,16.226,20.496,-5.9010124,22.150604,-69.64596,0.01171875,0.5772407
"549",167277494156,-1.0023639,-0.603548,-0.25168,71.37,15.555,19.947,-7.847993,22.263733,-71.9462,0.030761719,0.60480934
"550",167277494157,-1.00914,-0.61613196,-0.243452,74.725,13.054,16.409,-12.761212,20.57894,-73.737015,0.017089844,0.632744
"551",167277494158,-1.043504,-0.596772,-0.22264,77.287,9.821,12.81,-17.935759,19.089087,-74.4832,0.029785156,0.66095734
"552",167277494159,-1.092872,-0.60741997,-0.19601999,79.422005,6.344,8.052,-23.618298,16.7065,-74.67265,0.04296875,0.6893753
"553",167277494160,-1.0919039,-0.60016,-0.12874399,80.093,2.379,6.283,-27.769588,17.1396,-73.4514,0.047851562,0.717932
"554",167277494161,-1.1596639,-0.640816,-0.078407995,79.666,-0.976,3.599,-31.357521,16.440443,-71.46326,0.067871094,0.74652267
"555",167277494162,-1.21242,-0.662596,-0.013552,78.446,-4.392,0.732,-34.724,15.571907,-68.741264,0.07714844,0.7750487
"556",167277494163,-1.2942159,-0.620972,-0.009196,76.616,-6.954,-2.684,-37.362953,13.686657,-65.89581,0.072753906,0.8033907
"557",167277494164,-1.3450359,-0.59386796,-0.045495998,73.322,-10.431,-5.734,-40.001495,12.11035,-61.40863,0.061035156,0.83144534
"558",167277494165,-1.331484,-0.60016,-0.030976,67.832,-14.396,-8.113,-41.943653,10.966743,-54.72392,0.020507812,0.859102
"559",167277494166,-1.351812,-0.552244,0.01936,61.732002,-16.592001,-11.041,-42.43129,8.392443,-48.344513,0.044921875,0.8862673
"560",167277494167,-1.296152,-0.534336,0.025168,53.558002,-16.409,-14.579,-40.533947,3.876625,-41.136765,0.033691406,0.91283
"561",167277494168,-1.211452,-0.499488,0.075504,42.944,-14.03,-14.884,-34.53769,0.8093548,-32.6964,0.06982422,0.9386753
"562",167277494169,-1.306316,-0.5445,0.087604,33.611,-10.431,-18.605,-29.615364,-5.6444035,-25.994663,0.034179688,0.9637133
"563",167277494170,-1.3895639,-0.61855197,-0.024683999,26.596,-8.967,-20.374,-26.541328,-9.140055,-20.368397,0.08544922,0.98787665
"564",167277494171,-1.1083599,-0.71970797,-0.21150799,26.718,-10.187,-24.583,-29.658958,-12.165778,-19.856749,0.18701172,1.01107
"565",167277494172,-0.814572,-0.670824,-0.437536,29.89,-21.228,-9.455,-33.088005,6.5733404,-17.18757,0.27685547,1.0332066
"566",167277494173,-0.908468,-0.514008,-0.325248,40.138,-44.591,6.8320003,-48.404613,32.63331,-15.43218,0.096191406,1.0541793
"567",167277494174,-1.1591799,-0.138424,-0.28846398,53.192,-57.645,12.139,-61.781395,44.84375,-21.720673,0.25927734,1.073908
"568",167277494175,-1.149016,0.063404,-0.313148,68.076004,-67.527,1.098,-80.435394,41.309788,-31.92326,0.22265625,1.0922933
"569",167277494176,-0.80101997,0.4235,-0.27104,86.193,-77.897,-20.008,-104.53337,29.362303,-45.91437,0.33544922,1.109262
"570",167277494177,-0.61322796,0.756976,-0.12342,115.351,-75.274,-60.024002,-128.84232,-1.4771194,-77.281204,0.3701172,1.1247233
"571",167277494178,-0.36541998,1.1030359,0.202312,154.086,-65.636,-107.726,-152.31818,-37.563194,-122.65258,0.4477539,1.1385974
"572",167277494179,-0.108899996,1.753048,0.705188,197.03,-56.73,-151.829,-173.44572,-65.915665,-175.10817,0.66308594,1.1508387
"573",167277494180,-0.165044,2.225916,1.416184,232.898,-59.231,-236.619,-215.20023,-122.34832,-229.03737,0.7368164,1.16143
"574",167277494181,0.084699996,2.589884,2.4867918,257.725,-28.182001,-312.686,-217.62292,-173.59885,-295.79163,0.94091797,1.1703453
"575",167277494182,0.076472,3.254416,1.890988,276.574,27.999,-416.508,-205.22348,-255.52768,-378.60925,0.5600586,1.1775467
"576",167277494183,0.296208,0.80150396,1.336324,302.987,55.388,-516.304,-251.95938,-302.4549,-454.39664,1.081543,1.1829966
"577",167277494184,0.378488,0.307824,1.418604,315.736,78.385,-507.642,-258.30203,-254.18243,-481.8768,0.7631836,1.1866773
"578",167277494185,-0.092443995,-0.640332,1.126752,338.184,96.746,-539.606,-296.81638,-224.20181,-525.86725,0.89697266,1.18856
"579",167277494186,-0.492712,-1.176604,0.792308,341.6,102.297005,-473.543,-281.57794,-134.95871,-503.88315,0.79589844,1.1886454
"580",167277494187,-0.816992,-2.067164,0.46464,330.864,107.36,-347.456,-217.85913,-29.91867,-439.73306,0.90478516,1.1869301
"581",167277494188,-0.589028,-2.413224,-0.161172,294.874,87.535,-253.882,-176.82391,28.27095,-356.37506,0.72998047,1.1834127
"582",167277494189,-0.415272,-1.896796,-0.47674,214.354,61.793,-173.362,-128.29422,35.453575,-249.20682,0.39648438,1.1781126
"583",167277494190,-0.74294,-1.7830559,0.039203998,133.895,35.075,-182.146,-135.37926,-15.552391,-183.75491,0.17480469,1.1710694
"584",167277494191,-1.1858,-1.778216,0.650496,42.273,31.537,-106.262,-63.355255,-37.590317,-92.9854,0.47265625,1.162344
"585",167277494192,-1.27776,-0.70857596,0.466092,14.579,35.502,-80.947,-35.928864,-45.611176,-68.22091,0.61621094,1.1519727
"586",167277494193,-0.49609998,-0.501908,0.73083997,23.241001,38.064,-49.166,-14.672789,-20.841164,-61.29162,0.53125,1.1400241
"587",167277494194,0.04598,-1.150952,0.49126,37.21,51.728,-17.385,12.068253,5.022148,-64.743675,0.4711914,1.1265626
"588",167277494195,0.21441199,-1.527988,-0.054208,48.678,34.282,12.932,18.124046,36.028187,-45.667587,0.50927734,1.111652
"589",167277494196,-0.359128,-1.6078479,-0.121484,58.011,22.753,34.709,23.357798,58.479015,-33.500854,0.29833984,1.0953621
"590",167277494197,-0.84603196,-1.333904,0.041139998,83.204,38.979,64.477,47.528847,90.00943,-47.31664,0.34033203,1.0777667
"591",167277494198,-1.028984,-0.552244,0.17908,107.238,60.817,57.767002,49.93387,98.05767,-80.16874,0.51660156,1.0589414
"592",167277494199,-1.276308,-0.50336,0.093896,111.691,63.989002,7.747,16.63919,69.69359,-107.21674,0.34277344,1.0389479
"593",167277494200,-1.410376,-0.845548,0.04356,93.696,53.558002,-8.906,3.5512962,47.753212,-97.12741,0.203125,1.017844
"594",167277494201,-1.2041919,-1.083192,0.08712,77.47,37.271,-20.801,-11.073238,32.530037,-81.50209,0.15966797,0.995726
"595",167277494202,-1.08174,-1.402632,0.27007198,62.159,17.263,-11.59,-14.318417,32.90058,-54.85085,0.2734375,0.97268134
"596",167277494203,-1.1136839,-1.436996,0.18392,45.079002,14.518001,1.6470001,-2.4796839,29.298737,-37.1623,0.13378906,0.94881135
"597",167277494204,-0.990748,-1.289376,0.247808,37.21,9.577,20.74,9.231988,36.88823,-21.458784,0.08203125,0.924206
"598",167277494205,-1.051732,-1.037212,0.116643995,27.633,9.333,34.465,20.947004,38.66285,-10.243584,0.14990234,0.898966
"599",167277494206,-1.034792,-0.973808,0.09922,18.666,4.941,39.467,23.811909,36.92517,-0.043676376,0.10546875,0.87318337
"600",167277494207,-0.971872,-0.789404,-0.001936,6.771,-2.501,56.425,33.247578,42.265263,18.550705,0.16455078,0.84696066
"601",167277494208,-0.9317,-0.873136,0.13503599,2.928,-6.039,65.087,37.25122,46.95758,26.242945,0.060546875,0.820404
"602",167277494209,-0.845548,-0.932184,0.095348,-1.0370001,-11.102,76.921,42.23687,54.381866,36.053154,0.06640625,0.7935966
"603",167277494210,-0.80344,-0.862004,0.088571995,-5.795,-18.971,89.853004,45.867283,63.297585,48.54537,0.05908203,0.766606
"604",167277494211,-0.77004397,-0.77343196,0.086151995,-10.492001,-22.326,96.136,48.070377,66.65045,55.656273,0.072753906,0.73952866
"605",167277494212,-0.786016,-0.69744396,0.104544,-15.616,-25.498001,98.515,47.875305,67.18214,61.59327,0.068847656,0.712454
"606",167277494213,-0.785048,-0.59338397,0.12342,-20.496,-28.487,99.43,46.55516,67.00285,66.79188,0.087890625,0.68549204
"607",167277494214,-0.83247995,-0.562408,0.115191996,-24.949,-28.731,94.062004,43.352493,61.72563,67.868195,0.061035156,0.658724
"608",167277494215,-0.799568,-0.52998,0.116643995,-29.28,-31.476,89.548004,38.94886,57.805504,70.770134,0.043945312,0.632246
"609",167277494216,-0.79811597,-0.535788,0.15197599,-32.94,-33.306,83.997,34.536663,53.099747,72.370346,0.026367188,0.6061327
"610",167277494217,-0.828124,-0.56289196,0.19892399,-37.759,-35.319,81.313,32.05226,49.818768,75.99817,0.036621094,0.58047134
"611",167277494218,-0.82376796,-0.559504,0.19892399,-42.212,-34.343,81.923004,33.63681,48.285503,78.80196,0.016113281,0.55534536
"612",167277494219,-0.80828,-0.50916797,0.191664,-47.214,-36.417,84.119,33.837986,48.76942,84.30837,0.026367188,0.53080267
"613",167277494220,-0.762784,-0.50384396,0.20086,-50.447002,-36.905,86.376,34.637962,49.844208,87.65537,0.03125,0.5068653
"614",167277494221,-0.712448,-0.48206398,0.237644,-51.789,-37.942,82.899,31.323128,47.564827,88.0363,0.048339844,0.48357132
"615",167277494222,-0.73422796,-0.558536,0.253616,-52.46,-39.345,85.461,30.848953,50.36301,90.08647,0.036621094,0.46097466
"616",167277494223,-0.707608,-0.5687,0.255068,-53.009,-39.345,90.219,32.47193,54.55848,92.01302,0.027832031,0.439114
"617",167277494224,-0.699864,-0.589028,0.24393599,-54.717,-42.395,100.833,34.839058,63.79605,98.36099,0.022949219,0.41801798
"618",167277494225,-0.72358,-0.632104,0.229416,-55.632,-42.883,106.262,36.159367,68.690506,100.993065,0.033691406,0.39772666
"619",167277494226,-0.72793597,-0.604032,0.233772,-57.34,-44.103,115.29,38.566174,76.457375,105.790634,0.0048828125,0.37826198
"620",167277494227,-0.695508,-0.584672,0.251196,-58.621002,-45.933,122.244,38.9255,82.98826,109.94367,0.019042969,0.35965198
"621",167277494228,-0.680988,-0.497068,0.276848,-58.438,-47.824,128.893,38.099796,90.11342,112.887184,0.055664062,0.34192866
"622",167277494229,-0.68631196,-0.43027598,0.319924,-59.048,-47.702,132.004,37.07495,93.368256,114.43348,0.06591797,0.32511666
"623",167277494230,-0.72116,-0.390104,0.361548,-57.767002,-45.506,132.37,35.78173,94.67554,112.631454,0.06347656,0.30923
"624",167277494231,-0.719224,-0.336864,0.36541998,-56.486,-42.822,135.42,35.81754,98.15936,111.55632,0.0546875,0.29427534
"625",167277494232,-0.76181597,-0.285076,0.339284,-56.974,-42.334,139.751,34.657536,102.63578,113.28417,0.057617188,0.28026065
"626",167277494233,-0.795212,-0.217316,0.34315598,-57.279,-41.907,139.629,31.237453,103.469696,113.36485,0.06640625,0.26719534
"627",167277494234,-0.80828,-0.175208,0.29282,-57.645,-40.809002,138.409,28.06829,103.15758,112.76548,0.060546875,0.25506866
"628",167277494235,-0.82957596,-0.124872,0.2904,-58.926003,-43.066,136.823,21.849031,102.753815,114.06912,0.056152344,0.24387532
"629",167277494236,-0.79134,-0.095832,0.286528,-59.292,-41.968002,131.211,17.38464,98.26336,111.961006,0.041015625,0.23359667
"630",167277494237,-0.783112,-0.102124,0.284592,-61.305,-46.055,129.503,9.994446,97.33295,114.35387,0.017578125,0.22421801
"631",167277494238,-0.79376,-0.053724,0.32911998,-62.464,-46.97,127.124,5.0877,95.237305,114.77114,0.038085938,0.21571733
"632",167277494239,-0.827156,-0.013552,0.381392,-63.623,-46.665,125.66,1.5699654,93.54886,115.16116,0.05517578,0.20806134
"633",167277494240,-0.81795996,-0.023232,0.38381198,-64.538,-47.031002,124.135,-2.5046616,91.89107,115.48304,0.022460938,0.20120934
"634",167277494241,-0.831512,-0.075987995,0.414304,-64.416,-48.251,123.708,-6.9935837,91.51932,115.57057,0.033691406,0.19510733
"635",167277494242,-0.79618,-0.071148,0.40220398,-63.562,-50.813,125.965004,-12.274261,93.82105,116.34529,0.016601562,0.18972534
"636",167277494243,-0.79569596,-0.039688,0.44285998,-63.745,-53.07,127.917,-17.395908,95.12324,117.86247,0.02734375,0.18499799
"637",167277494244,-0.797148,0.017908,0.461736,-65.331,-52.46,128.466,-19.977713,94.07702,119.474304,0.041503906,0.18087667
"638",167277494245,-0.789404,0.054208,0.49900398,-66.429,-52.277,126.392,-23.523655,90.69362,119.75783,0.04736328,0.17730467
"639",167277494246,-0.75504,0.13552,0.492712,-68.137,-50.386,126.026,-25.081413,88.39443,120.91857,0.06347656,0.17422934
"640",167277494247,-0.72841996,0.21925199,0.492228,-69.784004,-48.495,123.891,-27.025917,84.49304,121.24802,0.075683594,0.17159201
"641",167277494248,-0.75891197,0.21295999,0.535304,-70.638,-46.238,118.340004,-28.657736,77.77394,119.42355,0.0390625,0.16934668
"642",167277494249,-0.717772,0.181016,0.50965196,-70.516,-41.846,113.216,-27.6448,71.864204,116.67376,0.019042969,0.16747333
"643",167277494250,-0.754072,0.14132799,0.50674796,-70.76,-39.223,111.203,-27.691645,68.803825,115.80473,0.023925781,0.16596599
